Target_1,Output_1,Target_2,Output_2,Target_3,Output_3,Target_4,Output_4,Target_5,Output_5,Target_6,Output_6,Target_7,Output_7,Target_8,Output_8,Target_9,Output_9,Target_10,Output_10,Target_11,Output_11
119,94,227,231,356,387,485,488,485,504,614,631,743,678,851,789,980,810,1050,810,1050,810
119,16,227,62,356,85,485,106,485,113,614,136,743,156,851,171,980,180,1050,182,1050,182
119,102,227,198,356,283,485,414,485,476,614,599,743,720,851,852,980,950,1050,1024,1050,1024
149,81,284,208,445,299,606,439,606,477,767,623,928,718,1063,835,1224,989,1300,1092,1300,1144
160,137,305,236,478,407,651,571,651,600,824,721,997,923,1142,1104,1315,1236,1400,1359,1400,1400
160,100,305,186,478,330,651,533,651,571,824,717,997,835,1142,995,1315,1030,1400,1129,1400,1142
68,151,130,161,204,175,278,184,278,190,352,201,426,225,488,253,562,294,600,322,600,353
239,241,456,475,715,726,974,987,974,1107,1233,1288,1492,1569,1709,1776,1968,2024,2100,2209,2100,2212
239,4432,456,4517,715,4641,974,4750,974,4771,1233,4850,1492,5001,1709,5137,1968,5337,2100,5434,2100,5454
115,93,219,203,343,416,467,438,467,444,591,548,715,656,819,765,943,894,1000,979,1000,979
160,67,305,300,478,428,651,653,651,676,824,720,997,765,1142,1075,1315,1176,1400,1422,1400,1422
160,108,305,242,478,383,651,619,651,666,824,738,997,954,1142,1009,1315,1206,1400,1272,1400,1403
160,109,305,188,478,242,651,374,651,403,824,443,997,580,1142,694,1315,741,1400,791,1400,815
80,76,152,157,239,251,326,323,326,340,413,423,500,504,572,581,659,697,750,725,750,725
80,30,152,98,239,176,326,196,326,216,413,266,500,364,572,438,659,493,750,584,750,584
80,66,152,140,239,226,326,307,326,332,413,404,500,517,572,581,659,677,750,746,750,746
80,324,152,339,239,345,326,350,326,351,413,359,500,372,572,382,659,409,750,414,750,414
70,64,134,118,210,224,286,279,286,299,362,367,438,416,502,478,578,539,620,576,620,576
239,334,456,510,715,735,974,956,974,962,1233,1298,1492,1376,1709,1562,1968,1643,2100,1728,2100,1729
239,355,456,418,715,701,974,910,974,1003,1233,1201,1492,1500,1709,1709,1968,1800,2100,1800,2100,1800
70,12,143,51,230,67,317,95,317,100,404,119,491,142,564,187,651,240,700,312,700,318
70,11,143,24,230,37,317,68,317,82,404,110,491,135,564,145,651,157,700,174,700,178
74,27,141,76,221,134,301,169,301,202,381,281,461,343,528,352,608,363,650,381,650,383
74,469,141,515,221,530,301,556,301,579,381,661,461,692,528,742,608,779,650,849,650,851
239,363,456,499,715,672,974,884,974,945,1233,1103,1492,1418,1709,1557,1968,1852,2100,1989,2100,1990
239,226,456,438,715,578,974,781,974,947,1233,1009,1492,1122,1709,1134,1968,1185,2100,1185,2100,1185
239,301,456,551,715,801,974,1000,974,1129,1233,1300,1492,1710,1709,1801,1968,2000,2100,2000,2100,2000
177,114,341,180,518,327,695,467,695,501,872,652,1049,792,1213,925,1390,1044,1500,1133,1500,1150
177,146,341,305,518,494,695,587,695,685,872,844,1049,972,1213,1149,1390,1272,1500,1447,1500,1468
63,40,120,81,188,138,256,193,256,251,324,255,392,370,449,413,517,415,550,415,550,415
63,50,120,90,188,146,256,193,256,258,324,304,392,366,449,397,517,452,550,506,550,506
63,48,120,105,188,157,256,218,256,237,324,298,392,347,449,404,517,468,550,535,550,545
115,458,219,478,343,487,467,557,467,585,591,662,715,745,819,844,943,948,1000,1016,1000,1016
57,37,109,63,171,150,233,195,233,226,295,293,357,377,409,421,471,446,500,446,500,446
115,37,219,55,343,103,467,129,467,382,591,515,715,538,819,588,943,624,1000,660,1000,660
115,95,219,116,343,255,467,311,467,341,591,431,715,537,819,642,943,737,1000,819,1000,819
137,118,261,160,409,524,557,633,557,776,705,849,853,1019,977,1145,1125,1251,1200,1355,1200,1355
137,96,261,118,409,503,557,560,557,579,705,669,853,905,977,1053,1125,1113,1200,1231,1200,1253
137,30,261,54,409,147,557,180,557,185,705,229,853,491,977,532,1125,576,1200,622,1200,622
63,36,120,96,188,186,256,238,256,266,324,327,392,381,449,447,517,505,550,571,550,571
63,61,120,128,188,195,256,247,256,274,324,328,392,382,449,437,517,491,550,524,550,524
239,317,456,434,715,670,974,957,974,1036,1233,1238,1492,1498,1709,1771,1968,1954,2100,2011,2100,2011
239,183,456,357,715,564,974,735,974,847,1233,1036,1492,1232,1709,1408,1968,1547,2100,1720,2100,1720
149,43,284,142,445,206,606,258,606,278,767,360,928,441,1063,506,1224,586,1300,651,1300,651
137,116,261,279,409,393,557,577,557,598,705,726,853,927,977,1097,1125,1216,1200,1327,1200,1327
137,1286,261,1421,409,1576,557,1724,557,1736,705,1877,853,1977,977,2058,1125,2166,1200,2268,1200,2268
137,63,261,115,409,314,557,326,557,592,705,632,853,916,977,1022,1125,1149,1200,1212,1200,1212
137,15,261,46,409,309,557,311,557,605,705,620,853,886,977,1057,1125,1214,1200,1290,1200,1290
217,181,414,304,649,465,884,633,884,927,1119,1095,1354,1281,1551,1405,1786,1521,1900,1683,1900,1689
217,168,414,218,649,372,884,534,884,612,1119,768,1354,888,1551,1036,1786,1211,1900,1371,1900,1390
217,167,414,354,649,460,884,646,884,703,1119,885,1354,1105,1551,1264,1786,1468,1900,1645,1900,1645
217,93,414,227,649,389,884,560,884,669,1119,813,1354,998,1551,1168,1786,1322,1900,1467,1900,1482
74,54,141,109,221,160,301,240,301,257,381,346,461,411,528,493,608,542,650,607,650,617
74,43,141,106,221,184,301,248,301,260,381,339,461,427,528,499,608,569,650,622,650,638
119,87,227,187,356,282,485,380,485,409,614,492,743,499,851,515,980,545,1050,600,1050,600
342,340,653,581,1023,785,1393,1018,1393,1205,1763,1563,2133,1855,2444,2131,2814,2617,3000,2895,3000,2938
228,279,435,520,682,742,929,915,929,1059,1176,1296,1423,1536,1630,1735,1877,1972,2000,2045,2000,2045
228,231,435,391,682,790,929,1003,929,1098,1176,1305,1423,1556,1630,1757,1877,1965,2000,2131,2000,2131
228,220,435,440,682,770,929,880,929,991,1176,1210,1423,1540,1630,1740,1877,1960,2000,2070,2000,2070
171,7,326,300,511,485,696,650,696,666,881,840,1066,1017,1221,1160,1406,1335,1500,1375,1500,1375
171,193,326,274,511,419,696,497,696,505,881,746,1066,812,1221,874,1406,1184,1500,1236,1500,1236
137,132,261,274,409,439,557,591,557,673,705,739,853,770,977,816,1125,909,1200,999,1200,999
137,117,261,275,409,361,557,425,557,631,705,711,853,790,977,864,1125,1157,1200,1205,1200,1207
137,109,261,267,409,416,557,486,557,673,705,758,853,803,977,832,1125,1100,1200,1150,1200,1257
137,108,261,213,409,302,557,529,557,631,705,691,853,834,977,948,1125,1056,1200,1193,1200,1202
119,156,227,209,356,261,485,367,485,401,614,441,743,663,851,714,980,852,1050,922,1050,922
119,136,227,246,356,369,485,503,485,534,614,632,743,771,851,863,980,1008,1050,1056,1050,1056
119,98,227,227,356,363,485,499,485,516,614,668,743,781,851,912,980,1021,1050,1068,1050,1068
119,149,227,292,356,435,485,469,485,471,614,605,743,714,851,838,980,1014,1050,1113,1050,1113
171,135,326,310,511,564,696,736,696,807,881,943,1066,1131,1221,1282,1406,1417,1500,1605,1500,1605
171,240,326,367,511,528,696,701,696,746,881,929,1066,1115,1221,1286,1406,1425,1500,1533,1500,1533
171,254,326,394,511,564,696,685,696,784,881,943,1066,1092,1221,1225,1406,1373,1500,1508,1500,1605
171,170,326,344,511,528,696,704,696,755,881,929,1066,1047,1221,1228,1406,1330,1500,1445,1500,1533
103,121,196,223,307,340,418,459,418,475,529,586,640,696,733,814,844,886,900,981,900,981
103,99,196,202,307,319,418,416,418,448,529,568,640,684,733,798,844,895,900,924,900,924
103,131,196,202,307,324,418,442,418,475,529,519,640,647,733,764,844,885,900,950,900,950
103,79,196,192,307,320,418,426,418,448,529,560,640,663,733,767,844,877,900,1000,900,1000
63,58,120,134,188,198,256,265,256,267,324,347,392,413,449,462,517,522,550,580,550,580
63,50,120,115,188,165,256,224,256,293,324,317,392,410,449,504,517,569,550,573,550,573
160,137,305,307,478,490,651,642,651,659,824,813,997,953,1142,1117,1315,1280,1400,1280,1400,1280
160,148,305,262,478,507,651,598,651,647,824,924,997,1043,1142,1160,1315,1256,1400,1408,1400,1408
160,225,305,307,478,428,651,613,651,652,824,804,997,932,1142,1117,1315,1280,1400,1453,1400,1453
268,274,510,528,801,811,1092,1137,1092,1212,1383,1502,1674,1708,1916,2075,2207,2313,2500,2545,2500,2573
268,195,510,379,801,766,1092,952,1092,1059,1383,1416,1674,1525,1916,1948,2207,2105,2500,2336,2500,2406
268,195,510,549,801,928,1092,1081,1092,1169,1383,1433,1674,1598,1916,1833,2207,1988,2500,2116,2500,2116
268,320,510,583,801,843,1092,1070,1092,1170,1383,1399,1674,1542,1916,1809,2207,2083,2500,2278,2500,2311
214,234,408,428,641,647,874,909,874,995,1107,1218,1340,1299,1534,1553,1767,1762,2000,1921,2000,1921
214,211,408,410,641,660,874,860,874,910,1107,1150,1340,1310,1534,1600,1767,1800,2000,2000,2000,2000
214,107,408,401,641,664,874,854,874,902,1107,1126,1340,1226,1534,1555,1767,1764,2000,1934,2000,1934
214,104,408,160,641,605,874,865,874,1025,1107,1270,1340,1396,1534,1707,1767,1951,2000,2185,2000,2185
162,101,307,184,484,404,661,562,661,638,838,794,1015,874,1160,1059,1337,1400,1500,1540,1500,1540
162,45,307,191,484,298,661,353,661,587,838,686,1015,742,1160,1081,1337,1176,1500,1404,1500,1404
162,187,307,340,484,488,661,622,661,648,838,792,1015,903,1160,1146,1337,1319,1500,1501,1500,1501
169,152,323,311,508,503,693,677,693,705,878,872,1063,1000,1217,1246,1402,1440,1600,1560,1600,1560
169,207,323,407,508,519,693,638,693,702,878,923,1063,1047,1217,1253,1402,1471,1600,1583,1600,1583
353,377,672,686,1056,998,1440,1234,1440,1771,1824,2002,2208,2146,2527,2507,2911,2796,3300,3234,3300,3258
353,464,672,829,1056,1163,1440,1497,1440,1832,1824,2139,2208,2336,2527,2820,2911,3121,3300,3393,3300,3434
353,310,672,715,1056,1115,1440,1316,1440,1490,1824,1777,2208,2146,2527,2483,2911,2584,3300,3280,3300,3285
353,390,672,656,1056,970,1440,1406,1440,1613,1824,2005,2208,2336,2527,2652,2911,3027,3300,3390,3300,3470
106,113,202,219,319,319,436,434,436,468,553,555,670,635,766,787,883,828,1000,1008,1000,1008
106,125,202,198,319,296,436,417,436,446,553,529,670,614,766,746,883,891,1000,1010,1000,1010
355,423,674,669,1052,975,1430,1260,1430,1369,1808,1627,2186,1753,2505,2116,2883,2379,3200,2658,3200,2714
355,425,674,730,1052,1042,1430,1265,1430,1373,1808,1620,2186,1755,2505,2426,2883,2684,3200,2960,3200,2976
355,408,674,640,1052,879,1430,1147,1430,1221,1808,1462,2186,1597,2505,2207,2883,2525,3200,2752,3200,2714
355,276,674,535,1052,822,1430,1054,1430,1124,1808,1352,2186,1502,2505,2107,2883,2344,3200,2555,3200,2976
126,133,244,251,377,369,510,522,510,555,643,675,776,743,894,906,1027,1010,1160,1122,1200,1130
126,90,244,209,377,299,510,428,510,491,643,569,776,628,894,762,1027,869,1160,936,1200,968
126,100,244,217,377,343,510,478,510,528,643,639,776,702,894,844,1027,919,1160,1026,1200,1048
126,86,244,189,377,308,510,419,510,456,643,565,776,663,894,861,1027,956,1160,1015,1200,1031
172,133,327,227,514,424,701,530,701,580,888,821,1075,959,1230,1151,1417,1394,1600,1718,1600,1718
172,156,327,354,514,534,701,715,701,759,888,931,1075,1081,1230,1366,1417,1603,1600,1782,1600,1782
172,116,327,268,514,438,701,564,701,714,888,854,1075,946,1230,1172,1417,1442,1600,1701,1600,1701
172,109,327,275,514,441,701,625,701,703,888,896,1075,1000,1230,1291,1417,1482,1600,1718,1600,1724
128,277,243,372,382,454,521,571,521,597,660,718,799,785,914,921,1053,1642,1200,921,1200,921
91,67,173,145,272,250,371,341,371,375,470,454,569,517,651,643,750,738,850,836,850,836
172,216,327,426,514,628,701,780,701,905,888,997,1075,1115,1230,1337,1417,1478,1600,1598,1600,1604
172,184,327,328,514,499,701,715,701,751,888,945,1075,1044,1230,1342,1417,1464,1600,1623,1600,1623
172,160,327,314,514,406,701,568,701,714,888,871,1075,974,1230,1246,1417,1408,1600,1606,1600,1616
172,138,327,265,514,450,701,630,701,681,888,791,1075,881,1230,1161,1417,1337,1600,1495,1600,1534
251,379,478,704,749,985,1020,1117,1020,2480,1291,2994,1562,3226,1789,3435,2060,3655,2200,3380,2200,3394
251,206,478,415,749,841,1020,1054,1020,1207,1291,1487,1562,1821,1789,3145,2060,3536,2200,3770,2200,3770
251,412,478,798,749,1199,1020,1510,1020,1683,1291,2058,1562,2450,1789,2820,2060,3210,2200,3547,2200,3547
228,263,435,511,682,711,929,956,929,1088,1176,1330,1423,1507,1630,1758,1877,2020,2000,2106,2000,2106
228,251,435,450,682,700,929,900,929,954,1176,1200,1423,1500,1630,1700,1877,1900,2000,2150,2000,2150
228,274,435,458,682,705,929,883,929,937,1176,1110,1423,1450,1630,1669,1877,1873,2000,1979,2000,1979
228,325,435,509,682,764,929,961,929,1078,1176,1308,1423,1531,1630,1773,1877,1984,2000,2086,2000,2086
228,151,435,364,682,620,929,860,929,980,1176,1152,1423,1404,1630,1591,1877,1804,2000,1960,2000,1960
228,172,435,435,682,621,929,929,929,1115,1176,1278,1423,1650,1630,1700,1877,2090,2000,2090,2000,2090
183,196,349,421,547,508,745,729,745,777,943,898,1141,1108,1307,1271,1505,1411,1600,1614,1600,1614
183,96,349,244,547,471,745,623,745,647,943,867,1141,1076,1307,1122,1505,1299,1600,1450,1600,1469
183,182,349,310,547,546,745,688,745,753,943,911,1141,1048,1307,1183,1505,1401,1600,1610,1600,1610
183,143,349,316,547,525,745,713,745,781,943,970,1141,1150,1307,1296,1505,1464,1600,1565,1600,1572
60,44,110,71,170,125,230,187,230,199,290,256,350,293,400,345,430,417,430,449,430,465
183,266,349,449,547,531,745,666,745,711,943,933,1141,1119,1307,1260,1505,1417,1600,1518,1600,1518
183,277,349,454,547,601,745,781,745,914,943,1092,1141,1268,1307,1430,1505,1597,1600,1721,1600,1721
183,204,349,339,547,507,745,767,745,845,943,982,1141,1129,1307,1292,1505,1435,1600,1529,1600,1536
183,102,349,205,547,280,745,723,745,749,943,959,1141,1159,1307,1370,1505,1532,1600,1604,1600,1613
115,156,219,244,343,355,467,466,467,500,591,610,715,743,819,855,943,942,1000,1095,1000,1095
115,129,219,253,343,318,467,415,467,455,591,574,715,686,819,811,943,931,1000,1043,1000,1053
115,106,219,209,343,306,467,408,467,446,591,517,715,637,819,727,943,826,1000,910,1000,939
115,93,219,214,343,371,467,400,467,427,591,543,715,567,819,695,943,820,1000,945,1000,963
126,128,240,210,376,349,512,453,512,479,648,590,784,749,898,842,1034,952,1100,1043,1100,1085
126,119,240,248,376,365,512,452,512,482,648,607,784,750,898,850,1034,984,1100,1105,1100,1105
126,100,240,225,376,384,512,477,512,512,648,625,784,750,898,877,1034,975,1100,1100,1100,1100
171,254,326,458,511,754,696,955,696,1056,881,1318,1066,1564,1221,1756,1406,1985,1500,2120,1500,2120
171,248,326,513,511,795,696,1080,696,1157,881,1445,1066,1696,1221,1947,1406,2155,1500,2368,1500,2399
137,121,261,233,409,304,557,509,557,528,705,591,853,793,977,894,1125,1052,1200,1202,1200,1202
137,187,261,317,409,460,557,608,557,640,705,793,853,937,977,1086,1125,1255,1200,1412,1200,1422
171,234,326,381,511,542,696,742,696,828,881,936,1066,1109,1221,1237,1406,1389,1500,1567,1500,1615
171,158,326,197,511,349,696,612,696,678,881,856,1066,1054,1221,1185,1406,1413,1500,1553,1500,1553
171,135,326,248,511,401,696,474,696,515,881,580,1066,749,1221,922,1406,1094,1500,1271,1500,1288
171,122,326,242,511,381,696,494,696,637,881,748,1066,854,1221,995,1406,1273,1500,1498,1500,1516
74,46,141,82,221,121,301,145,301,157,381,206,461,245,528,286,608,328,650,331,650,331
149,125,284,252,445,390,606,484,606,541,767,679,928,838,1063,1016,1224,1154,1300,1291,1300,1302
170,144,330,371,505,495,680,597,680,630,855,762,1030,859,1190,1064,1365,1195,1500,1385,1500,1430
170,212,330,310,505,429,680,522,680,544,855,646,1030,848,1190,1066,1365,1240,1500,1419,1500,1419
68,26,130,68,204,129,278,147,278,178,352,223,426,284,488,325,562,381,600,435,600,435
119,80,227,144,356,267,485,324,485,347,614,384,743,543,851,672,980,832,1050,941,1050,941
119,64,227,117,356,213,485,296,485,348,614,468,743,567,851,616,980,643,1050,687,1050,687
119,94,227,193,356,288,485,347,485,366,614,477,743,534,851,610,980,715,1050,902,1050,902
149,156,284,270,445,419,606,584,606,623,767,754,928,881,1063,1009,1224,1155,1300,1250,1300,1255
228,210,435,476,682,668,929,869,929,872,1176,1177,1423,1427,1630,1588,1877,1847,2000,1929,2000,1929
228,442,435,606,682,789,929,1002,929,1018,1176,1106,1423,1436,1630,1633,1877,1844,2000,2094,2000,2118
115,103,219,199,343,328,467,413,467,489,591,642,715,742,819,846,943,1044,1000,1198,1000,1200
115,76,219,199,343,264,467,421,467,451,591,578,715,726,819,806,943,861,1000,961,1000,961
68,43,130,86,204,118,278,194,278,207,352,253,426,409,488,435,562,489,600,528,600,528
239,223,456,444,715,708,974,973,974,1088,1233,1179,1492,1535,1709,1752,1968,1906,2100,2161,2100,2271
239,67,456,147,715,255,974,377,974,400,1233,578,1492,1493,1709,1596,1968,1721,2100,1833,2100,1857
115,43,219,101,343,319,467,413,467,419,591,443,715,682,819,801,943,815,1000,983,1000,983
115,99,219,179,343,292,467,430,467,480,591,581,715,704,819,805,943,915,1000,991,1000,1001
160,142,305,314,478,460,651,618,651,673,824,830,997,994,1142,1142,1315,1279,1400,1449,1400,1449
160,106,305,255,478,409,651,514,651,642,824,727,997,830,1142,1098,1315,1249,1400,1389,1400,1432
160,24,305,173,478,220,651,255,651,256,824,409,997,451,1142,604,1315,618,1400,765,1400,765
74,904,141,950,221,997,301,1048,301,1063,381,1124,461,1186,528,1254,608,1307,650,1307,650,1307
177,132,341,252,518,358,695,468,695,476,872,552,1049,639,1213,696,1390,786,1500,901,1500,901
177,139,341,275,518,440,695,600,695,634,872,785,1049,950,1213,1141,1390,1298,1500,1469,1500,1469
63,25,120,37,188,67,256,118,256,136,324,182,392,197,449,213,517,231,550,257,550,282
63,40,120,95,188,144,256,200,256,213,324,261,392,313,449,367,517,424,550,482,550,488
70,131,143,195,230,247,317,373,317,387,404,546,491,627,564,683,651,788,700,835,700,835
70,31,143,65,230,141,317,159,317,162,404,242,491,266,564,277,651,316,700,368,700,368
115,105,219,183,343,258,467,351,467,391,591,488,715,569,819,651,943,752,1000,803,1000,803
137,205,261,297,409,487,557,658,557,710,705,761,853,965,977,1029,1125,1129,1200,1263,1200,1263
137,128,261,195,409,379,557,574,557,674,705,716,853,788,977,975,1125,1014,1200,1014,1200,1230
137,72,261,205,409,253,557,365,557,445,705,552,853,613,977,703,1125,785,1200,830,1200,830
115,104,219,169,343,297,467,394,467,434,591,535,715,635,819,736,943,855,1000,899,1000,899
149,52,284,91,445,188,606,249,606,254,767,352,928,446,1063,524,1224,662,1300,767,1300,767
160,235,305,401,478,409,651,561,651,635,824,804,997,905,1142,1050,1315,1155,1400,1357,1400,1400
115,89,219,128,343,206,467,309,467,328,591,429,715,491,819,610,943,662,1000,778,1000,792
68,21,130,63,204,112,278,149,278,166,352,211,426,260,488,285,562,343,600,395,600,395
239,29,456,234,715,425,974,706,974,770,1233,1014,1492,1305,1709,1674,1968,1934,2100,2009,2100,2009
239,23,456,217,715,424,974,625,974,640,1233,835,1492,1083,1709,1356,1968,1618,2100,1783,2100,1783
137,88,261,200,409,458,557,597,557,715,705,817,853,834,977,906,1125,1183,1200,1258,1200,1279
137,90,261,195,409,281,557,393,557,443,705,491,853,758,977,835,1125,1051,1200,1140,1200,1282
137,36,261,174,409,249,557,344,557,375,705,447,853,620,977,728,1125,775,1200,838,1200,841
137,52,261,88,409,288,557,340,557,352,705,489,853,545,977,630,1125,703,1200,763,1200,765
80,44,152,121,239,207,326,292,326,358,413,434,500,477,572,620,659,682,750,730,750,730
63,56,120,119,188,195,256,231,256,255,324,298,392,354,449,412,517,474,550,567,550,567
63,84,120,143,188,204,256,251,256,282,324,331,392,384,449,440,517,519,550,559,550,559
239,247,456,458,715,654,974,924,974,1011,1233,1240,1492,1538,1709,1564,1968,1847,2100,1847,2100,1847
239,165,456,450,715,656,974,933,974,1013,1233,1237,1492,1475,1709,1713,1968,1938,2100,1992,2100,1993
239,209,456,410,715,589,974,931,974,1040,1233,1229,1492,1467,1709,1516,1968,1523,2100,1543,2100,1543
137,1436,261,1541,409,1663,557,1803,557,1849,705,1937,853,2021,977,2121,1125,2208,1200,2293,1200,2293
137,17,261,260,409,388,557,465,557,596,705,730,853,864,977,955,1125,1110,1200,1173,1200,1173
251,222,478,464,749,598,1020,640,1020,648,1291,683,1562,769,1789,847,2060,996,2200,1057,2200,1081
74,84,141,165,221,233,301,293,301,317,381,340,461,450,528,529,608,611,650,651,650,651
74,27,141,128,221,190,301,268,301,281,381,364,461,435,528,504,608,565,650,640,650,651
74,69,141,156,221,234,301,314,301,345,381,398,461,495,528,590,608,650,650,650,650,650
57,56,109,113,171,165,233,228,233,246,295,302,357,350,409,407,471,432,500,478,500,478
57,63,109,122,171,173,233,238,233,247,295,294,357,354,409,405,471,452,500,495,500,495
57,19,109,52,171,73,233,111,233,124,295,147,357,170,409,191,471,209,500,242,500,243
57,68,109,93,171,133,233,173,233,185,295,232,357,281,409,324,471,361,500,388,500,390
228,231,435,464,682,730,929,927,929,1009,1176,1154,1423,1421,1630,1610,1877,1950,2000,1950,2000,1950
228,222,435,419,682,667,929,882,929,958,1176,1168,1423,1390,1630,1600,1877,1830,2000,2014,2000,2014
228,300,435,500,682,700,929,900,929,1000,1176,1250,1423,1500,1630,1700,1877,1901,2000,2050,2000,2050
57,26,109,87,171,141,233,185,233,194,295,250,357,295,409,384,471,430,500,451,500,451
57,49,109,101,171,156,233,203,233,217,295,283,357,330,409,368,471,428,500,491,500,491
104,63,201,161,311,213,421,326,421,369,531,482,641,582,738,719,848,795,900,866,900,866
104,89,201,187,311,299,421,375,421,391,531,499,641,572,738,683,848,808,900,874,900,874
104,140,201,235,311,313,421,375,421,443,531,590,641,700,738,770,848,880,900,1000,900,1000
171,223,326,440,511,577,696,733,696,783,881,933,1066,1132,1221,1295,1406,1477,1500,1637,1500,1637
171,186,326,332,511,557,696,764,696,810,881,983,1066,1159,1221,1341,1406,1495,1500,1594,1500,1594
171,355,326,484,511,568,696,704,696,904,881,1046,1066,1180,1221,1304,1406,1470,1500,1622,1500,1657
171,258,326,351,511,419,696,449,696,483,881,532,1066,1065,1221,1110,1406,1135,1500,1152,1500,1153
80,73,153,146,240,245,327,336,327,377,414,468,501,512,574,602,661,692,700,772,700,818
80,60,153,121,240,194,327,274,327,294,414,366,501,479,574,543,661,644,700,722,700,755
120,64,225,150,345,253,465,350,465,380,585,521,705,600,810,717,930,823,1000,900,1000,900
160,224,305,461,478,664,651,834,651,846,824,1055,997,1155,1142,1195,1315,1378,1400,1511,1400,1511
160,289,305,576,478,698,651,1019,651,1066,824,1272,997,1507,1142,1648,1315,1803,1400,1844,1400,1844
160,175,305,310,478,489,651,659,651,761,824,926,997,1095,1142,1250,1315,1416,1400,1501,1400,1501
120,133,225,232,345,353,465,428,465,491,585,558,705,670,810,765,930,860,1000,944,1000,957
120,43,225,107,345,192,465,300,465,431,585,473,705,522,810,654,930,717,1000,767,1000,788
120,72,225,140,345,225,465,313,465,334,585,488,705,594,810,689,930,788,1000,884,1000,915
57,18,109,34,171,64,233,78,233,86,295,120,357,149,409,181,471,208,500,232,500,241
80,269,153,432,240,589,327,737,327,799,414,971,501,1111,574,1312,661,1538,700,1675,700,1675
80,712,153,796,240,880,327,908,327,959,414,1037,501,1125,574,1220,661,1314,700,1354,700,1354
80,115,153,195,240,282,327,337,327,355,414,377,501,422,574,496,661,592,700,625,700,625
228,243,435,513,682,710,929,894,929,992,1176,1284,1423,1482,1630,1684,1877,1928,2000,2015,2000,2015
228,247,435,431,682,637,929,767,929,911,1176,1119,1423,1346,1630,1567,1877,1785,2000,2001,2000,2001
228,200,435,500,682,700,929,900,929,1000,1176,1150,1423,1400,1630,1700,1877,1850,2000,2001,2000,2001
142,111,271,232,425,403,579,456,579,486,733,575,887,876,1016,989,1170,1077,1250,1209,1250,1209
142,53,271,184,425,324,579,447,579,521,733,614,887,698,1016,777,1170,974,1250,1062,1250,1062
142,127,271,241,425,399,579,537,579,568,733,684,887,822,1016,902,1170,1034,1250,1167,1250,1167
85,43,162,127,254,195,346,255,346,264,438,315,530,385,607,432,699,503,750,554,750,554
85,63,162,104,254,165,346,239,346,254,438,309,530,388,607,440,699,526,750,591,750,591
171,230,326,401,511,586,696,751,696,827,881,1035,1066,1174,1221,1367,1406,1580,1500,1708,1500,1708
171,243,326,381,511,554,696,737,696,850,881,986,1066,1100,1221,1240,1406,1423,1500,1563,1500,1563
171,327,326,472,511,616,696,772,696,838,881,980,1066,1123,1221,1217,1406,1346,1500,1514,1500,1525
171,275,326,468,511,675,696,883,696,941,881,1155,1066,1341,1221,1469,1406,1556,1500,1639,1500,1653
98,90,186,126,292,247,398,340,398,357,504,478,610,590,698,658,804,782,950,842,950,886
120,90,225,148,345,228,465,288,465,300,585,405,705,534,810,630,930,729,1000,766,1000,766
171,252,326,432,511,623,696,697,696,704,881,840,1066,1169,1221,1391,1406,1647,1500,1432,1500,1432
171,216,326,357,511,529,696,695,696,719,881,924,1066,1117,1221,1304,1406,1490,1500,1598,1500,1598
171,255,326,457,511,680,696,915,696,946,881,1125,1066,1322,1221,1493,1406,1667,1500,1857,1500,1859
137,63,261,179,409,301,557,386,557,401,705,502,853,575,977,678,1125,773,1200,952,1200,952
137,997,261,1052,409,1101,557,1165,557,1174,705,1220,853,1280,977,1342,1125,1410,1200,1483,1200,1483
126,130,240,221,376,339,512,470,512,526,648,609,784,718,898,835,1034,927,1100,1018,1100,1041
126,90,240,218,376,259,512,377,512,425,648,612,784,684,898,806,1034,878,1100,931,1100,944
126,103,240,239,376,313,512,449,512,457,648,546,784,643,898,827,1034,908,1100,964,1100,991
126,105,240,216,376,305,512,426,512,460,648,558,784,666,898,796,1034,882,1100,951,1100,977
74,16,141,113,221,180,301,240,301,256,381,330,461,381,528,430,608,480,650,538,650,538
74,17,141,101,221,149,301,203,301,240,381,311,461,387,528,451,608,493,650,563,650,574
74,6,141,53,221,107,301,151,301,172,381,233,461,277,528,338,608,396,650,462,650,467
80,12,153,98,240,142,327,183,327,194,414,310,501,354,574,380,661,417,700,448,700,458
80,11,153,99,240,156,327,213,327,220,414,322,501,385,574,442,661,505,700,570,700,578
228,133,435,484,682,725,929,933,929,1025,1176,1306,1423,1503,1630,1744,1877,1979,2000,2028,2000,2028
228,102,435,416,682,646,929,847,929,1021,1176,1235,1423,1451,1630,1687,1877,1954,2000,2068,2000,2068
228,50,435,400,682,700,929,900,929,1000,1176,1200,1423,1400,1630,1660,1877,1850,2000,2000,2000,2000
183,55,349,300,547,439,745,610,745,678,943,832,1141,980,1307,1139,1505,1179,1600,1324,1600,1324
183,42,349,283,547,459,745,625,745,671,943,848,1141,1041,1307,1225,1505,1417,1600,1586,1600,1586
183,27,349,308,547,417,745,613,745,666,943,884,1141,1031,1307,1205,1505,1360,1600,1505,1600,1505
194,140,370,415,580,648,790,874,790,916,1000,1103,1210,1301,1386,1473,1596,1624,1700,1698,1700,1698
194,49,370,382,580,565,790,795,790,859,1000,1040,1210,1222,1386,1428,1596,1615,1700,1718,1700,1718
85,24,162,157,254,260,346,313,346,324,438,383,530,423,607,594,699,631,750,678,750,678
